DateTime,Entries,UniqueIPs
1581940579,5611,5839
1581942484,5611,5839
1581944410,5618,5846
1581946342,5606,5834
1581948510,5596,5824
1581950410,5610,5838
1581952333,5598,5827
1581954265,5583,5813
1581956412,5578,5807
1581958328,5588,5817
1581960269,5583,5810
1581962166,5592,5820
1581964086,5585,5812
1581966038,5575,5802
1581967931,5564,5791
1581969852,5556,5783
1581971788,5554,5781
1581973702,5533,5762
1581975629,5541,5773
1581977529,5542,5776
1581979468,5548,5782
1581981370,5546,5780
1581983290,5552,5786
1581985206,5552,5786
1581987127,5554,5788
1581989077,5568,5803
1581990967,5565,5798
1581992905,5575,5808
1581996726,5562,5797
1581998901,5560,5796
1582000809,5554,5789
1582002751,5548,5783
1582004647,5536,5770
1582006569,5530,5765
1582008508,5536,5772
1582010407,5533,5768
1582012325,5520,5755
1582014267,5528,5766
1582016167,5536,5773
1582018087,5531,5768
1582024100,5475,5712
1582026010,5431,5669
1582027956,5433,5674
1582029848,5454,5695
1582031772,5458,5699
1582033710,5461,5702
1582035607,5460,5701
1582037525,5461,5703
1582039464,5455,5697
1582041366,5461,5702
1582043288,5458,5701
1582045221,5446,5689
1582047129,5436,5678
1582049298,5452,5694
1582051209,5445,5687
1582053144,5431,5673
1582055049,5422,5666
1582056970,5417,5661
1582058906,5431,5675
1582060804,5441,5685
1582062739,5438,5682
1582064646,5445,5687
1582066578,5435,5675
1582068486,5433,5673
1582070427,5420,5659
1582072331,5416,5653
1582074754,5388,5625
1582076648,5386,5623
1582078573,5384,5623
1582080503,5382,5622
1582082405,5376,5615
1582084328,5371,5609
1582086263,5371,5611
1582088167,5367,5607
1582090085,5363,5603
1582093928,5347,5588
1582096098,5343,5584
1582098009,5359,5600
1582099947,5360,5600
1582101848,5355,5595
1582103794,5344,5585
1582107636,5340,5581
1582109539,5335,5576
1582111458,5321,5563
1582113383,5304,5546
1582115291,5285,5527
1582117211,5275,5517
1582121320,5249,5491
1582123209,5242,5484
1582125132,5244,5486
1582127064,5254,5497
1582128967,5258,5501
1582130891,5263,5505
1582132821,5243,5485
1582136647,5210,5452
1582138580,5225,5467
1582140484,5208,5450
1582142412,5186,5428
1582144344,5197,5439
1582146514,5202,5441
1582148411,5196,5435
1582150580,5199,5438
1582152492,5202,5441
1582154415,5191,5432
1582156326,5196,5436
1582158262,5202,5442
1582160165,5197,5438
