DateTime,AddedIPs,RemovedIPs
1579720826,3,0
1579722027,92,0
1579723523,0,2
1579756822,121,0
1579766723,0,2
1579773925,0,2
1579781122,0,1
1579784726,0,1
1579788926,12,0
1579793127,0,1
1579799124,0,1
1579799425,0,1
1579799729,43,1
1579802727,0,2
1579804828,182,0
1579806324,0,1
1579813528,0,1
1579817122,0,2
1579824323,0,1
1579825823,111,0
1579831523,0,1
1579838723,0,2
1579842923,58,0
1579856725,0,1
1579863925,0,1
1579867523,0,1
1579871125,49,1
1579873827,19,0
1579874124,2,0
1579874724,0,3
1579878027,0,1
1579878326,0,1
1579881926,0,1
1579882825,0,2
1579886425,1,0
1579889128,0,2
1579889427,0,2
1579892725,0,1
1579896326,273,3
1579896931,41,0
1579899926,0,1
1579902922,0,5
1579903224,0,8
1579903524,0,4
1579903823,0,4
1579904125,0,9
1579904723,0,11
1579935925,0,1
1579939225,95,0
1579946426,27,0
1579966828,99,0
1579969526,34,0
1579971928,0,1
1579979127,0,1
1580008525,50,0
1580008824,49,0
1580025923,0,2
1580029524,0,6
1580034326,57,0
1580034921,0,1
1580035224,36,0
1580045426,40,0
1580049325,1,0
1580049625,2,0
1580058328,0,1
1580063427,49,0
1580069125,0,1
1580087125,0,1
1580090722,0,1
1580101524,0,1
1580101823,40,0
1580102726,39,0
1580108723,0,2
1580112324,0,1
1580114426,6,0
1580123127,0,2
1580125229,26,0
1580125529,37,0
1580126725,0,1
1580130328,0,1
1580133323,15,0
1580133926,0,1
1580134826,44,0
1580146226,96,0
1580146524,0,1
1580148625,33,0
1580151028,0,1
1580151925,0,1
1580153428,0,1
1580177123,0,3
1580184624,0,1
1580188826,0,3
1580198722,0,1
1580205628,0,1
1580205925,0,1
1580207723,89,0
1580216725,0,1
1580217026,0,3
1580228424,0,1
1580229627,25,0
1580231124,10,2
1580231423,0,1
1580232024,0,1
1580234123,0,1
1580234725,0,1
1580238325,0,1
1580256324,0,1
1580263523,0,1
1580275222,0,1
1580275524,42,0
1580288724,0,1
1580295926,0,1
1580303124,0,1
1580306725,0,2
1580307023,48,0
1580311526,0,1
1580328326,73,1
1580349923,0,1
1580357122,0,3
1580360721,0,1
1580361021,0,1
1580361325,161,2
1580361624,38,2
1580364321,0,1
1580367322,0,2
1580367922,0,1
1580370024,3,0
1580371523,24,1
1580375124,0,1
1580379624,48,2
1580381127,5,0
1580385927,0,2
1580387127,6,0
1580387427,50,0
1580387722,15,0
1580388024,0,1
1580391625,3,0
1580393125,0,4
1580397024,0,1
1580397928,384,0
1580403926,0,1
1580406924,0,1
1580407524,47,0
1580411123,0,1
1580418323,0,1
1580421921,0,1
1580447724,0,2
1580448026,0,1
1580448327,0,1
1580448626,80,0
1580457923,0,1
1580462729,0,1
1580463024,59,0
1580465122,0,1
1580472026,11,0
1580474726,25,0
1580483124,4,0
1580493923,0,2
1580505623,0,1
1580506526,48,0
1580521222,0,1
1580533525,0,1
1580539523,53,0
1580546121,93,0
1580546421,4,0
1580573123,0,1
1580591728,99,0
1580616324,0,1
1580617528,74,0
1580628632,19,0
1580628926,59,0
1580633133,5,0
1580652032,0,1
1580652327,0,1
1580673930,0,1
1580676028,197,0
1580681126,0,1
1580692222,0,1
1580695523,0,3
1580707525,43,2
1580708122,44,0
1580713521,0,1
1580720723,0,1
1580721927,0,1
1580722521,0,4
1580727924,0,2
1580738725,0,2
1580749528,0,1
1580752829,0,1
1580760324,0,1
1580763925,0,1
1580781922,0,1
1580789423,0,1
1580793625,0,3
1580796325,0,2
1580803524,0,2
1580807127,0,2
1580807725,0,1
1580808026,92,0
1580824232,47,0
1580825126,0,3
1580845224,0,1
1580849129,6,0
1580849424,248,0
1580850026,36,0
1580850322,0,1
1580851826,0,1
1580880023,64,0
1580880323,10,0
1580897121,0,1
1580915425,46,0
1580922324,0,1
1580925924,0,5
1580927125,0,2
1580929822,0,69
1580954723,0,1
1580958323,0,1
1580961922,0,2
1580965525,0,1
1580966423,49,2
1580967322,5,0
1580987124,0,1
1580991627,0,1
1580993128,30,0
1580997923,0,1
1581005124,0,2
1581014123,23,0
1581019522,0,1
1581030320,0,1
1581033923,0,1
1581037523,0,1
1581046521,46,0
1581053125,8,0
1581062722,0,1
1581079822,146,0
1581080724,33,0
