DateTime,AddedIPs,RemovedIPs
1580843355,11,3
1580846961,0,2
1580850553,1,0
1580857764,7,4
1580861362,3,1
1580864970,4,0
1580868726,0,1
1580872179,0,1
1580875762,1,1
1580886557,4,3
1580893764,0,1
1580900962,1,6
1580904567,1,0
1580908173,0,4
1580915354,0,3
1580918944,2,29
1580922547,2,4
1580929746,7,4
1580933348,11,0
1580936958,19,4
1580944176,53,40
1580947768,3,2
1580951361,3,1
1580955124,45,66
1580958558,18,1
1580962301,9,2
1580965761,3,1
1580972969,9,2
1580976573,7,0
1580980309,3,1
1580983789,1,0
1580987369,2,0
1580994578,1,3
1581001775,2,3
1581005377,0,3
1581008980,3,0
1581012580,2,1
1581019768,3,3
1581023379,1,2
1581026972,0,5
1581030573,0,2
1581037768,0,1
1581041371,3,1
1581044964,1,1
1581048569,1,1
1581055767,3,3
1581059369,0,2
1581062973,1,1
1581066571,3,1
1581073765,0,4
1581078143,2,1
1581084560,2,0
1581088162,2,0
1581091767,3,3
1581098971,7,2
1581102573,1,0
1581106173,1,0
1581109779,4,0
1581116975,1,1
1581120589,1,2
1581124170,0,5
1581127766,0,2
1581131617,1,1
1581134978,2,0
1581138569,0,2
1581142171,1,0
1581145776,1,0
1581152974,0,1
1581156566,0,1
1581163764,3,5
1581170938,1,53
1581174545,0,2
1581178138,2,1
1581181737,1,2
1581188936,1,4
1581192533,0,2
1581196142,1,3
1581199728,3,2
1581206933,2,8
1581210522,0,1
1581214121,2,0
1581217730,2,1
1581224940,2,0
1581232129,1,0
1581242933,1,0
1581246532,0,1
1581250128,0,1
1581253742,2,0
1581260942,1,1
1581264534,1,2
1581268131,1,0
1581271740,1,3
1581278934,1,1
1581282533,0,2
1581286141,3,1
1581289744,12,4
1581296998,57,1
1581300609,13,1
1581304206,1,3
1581307801,4,1
1581315009,4,3
1581322211,0,1
1581325805,1,0
1581336603,0,2
1581350993,0,7
1581354579,1,42
1581358173,0,1
1581361776,1,1
1581368971,5,4
1581372577,2,2
1581376178,1,3
1581379780,1,0
1581386969,4,8
1581390589,7,3
1581394181,5,2
1581397779,3,1
1581404985,2,0
1581408577,0,1
1581412187,1,2
1581415788,1,2
1581419396,1,3
1581422993,0,5
1581426582,3,1
1581430178,4,1
1581433779,3,2
1581440997,3,6
1581444587,2,2
1581448182,2,0
1581451794,2,3
1581455378,0,1
1581459126,2,0
1581462577,2,2
1581466196,3,1
1581469785,3,4
1581473377,0,3
1581476995,1,1
1581480579,0,1
1581487774,1,1
1581498571,1,1
1581505773,3,1
1581509372,0,1
1581513115,1,1
1581516583,1,2
1581520188,1,1
1581523782,3,4
1581527377,3,1
1581530995,2,2
1581534577,3,0
1581538196,3,0
1581541779,4,2
1581545392,53,57
1581548996,6,5
1581552579,0,3
1581556342,5,4
1581559773,47,52
1581563380,0,2
1581567129,0,6
1581570579,1,2
1581574191,1,4
1581577765,0,10
1581581349,0,19
1581584971,1,11
1581588555,0,1
1581592164,0,1
1581599349,0,2
1581602972,2,0
1581610324,1,1
1581613747,3,1
1581617353,6,1
1581621105,1,3
1581624565,1,1
1581628170,1,0
1581631759,2,1
1581635358,2,0
1581638982,2,2
1581642567,1,1
1581646178,2,1
1581649766,0,1
1581653363,0,1
1581656975,1,1
1581660556,1,1
1581667753,0,2
1581671355,2,1
1581678564,1,1
1581682170,0,2
1581685757,1,1
1581689349,1,1
1581692967,0,2
1581696562,1,3
1581700173,2,1
1581703760,2,2
1581707353,4,0
1581710970,1,3
1581714565,2,2
1581718315,0,1
1581721746,0,3
1581725346,2,2
1581729076,2,0
1581732551,1,0
1581736167,0,1
1581739748,1,2
1581743342,1,1
1581746965,2,0
1581750557,3,3
1581754165,1,0
1581757741,0,1
1581761352,1,2
1581768549,0,1
1581772309,1,0
1581775749,1,0
1581779339,1,0
1581783072,3,4
1581786556,2,1
1581790157,1,2
1581797353,2,0
1581800961,2,2
1581804544,1,0
1581808158,1,0
1581811745,0,1
1581818957,0,2
1581822542,1,2
1581826321,0,1
1581829748,1,2
1581837058,0,1
1581847743,0,1
1581851335,2,0
1581854955,0,1
1581862153,0,1
1581869336,1,1
1581872960,5,0
1581876551,2,3
1581880252,2,3
1581883740,2,1
1581891069,2,3
1581894540,3,9
1581898141,4,19
1581901694,1,36
1581905280,3,12
1581908904,1,4
1581912486,3,1
1581919692,1,2
1581926903,0,1
1581930488,0,1
1581934245,2,0
1581941292,1,0
1581945026,0,5
1581948480,1,1
1581952099,0,1
1581955686,2,1
1581959288,1,0
1581962900,2,1
1581966481,2,0
1581970102,3,2
1581973680,0,3
1581977292,2,2
1581980906,2,0
1581984485,0,1
1581988255,0,1
1581991681,0,1
1581995293,1,3
1581999015,0,2
1582002485,0,2
1582006099,1,0
1582009682,1,0
1582013286,0,1
1582016902,4,2
1582020491,0,1
1582024100,1,2
1582027679,1,2
1582031277,0,1
1582034900,1,3
1582038484,2,2
1582042242,1,1
1582045676,2,1
1582049289,2,3
1582053010,0,1
1582056474,1,1
1582060093,1,1
1582063680,2,3
1582067279,2,2
1582070897,1,0
1582074489,2,1
1582078099,2,0
1582081681,1,2
1582085278,0,2
1582088898,1,1
1582096275,1,0
1582103275,2,0
1582107024,1,1
1582110479,0,3
1582114098,2,1
1582117689,1,2
1582121279,1,2
1582124892,0,2
1582128473,0,3
1582132097,4,2
1582135675,0,1
1582139287,1,2
1582142906,3,1
1582146494,4,4
1582150254,78,56
1582153683,4,6
1582157296,2,0
1582161035,3,6
1582164488,64,75
1582168099,1,1
1582171691,1,0
1582178904,2,0
1582182489,1,1
1582189690,0,1
1582193280,0,2
1582196902,0,2
1582200488,0,1
1582204247,2,0
1582211278,1,1
1582215031,2,2
1582218488,1,2
1582222102,3,2
1582225684,0,1
1582229285,0,1
1582232908,2,0
1582236486,2,1
1582240106,1,1
1582243690,3,1
1582247302,2,1
1582250915,1,1
1582254498,0,3
1582258263,0,1
1582261685,0,1
1582265294,1,2
1582269027,1,0
1582272488,0,1
1582276104,0,1
1582279698,1,0
1582283294,1,1
1582286911,2,0
1582290665,1,0
1582294095,1,2
1582297698,3,1
1582301289,1,3
1582308491,4,5
1582312088,3,3
1582319303,1,0
1582323033,1,0
1582326502,2,0
1582330103,2,0
1582333875,0,1
1582337292,1,1
1582340913,0,2
1582344489,2,3
1582351707,0,2
1582355296,1,0
1582358909,1,0
1582366091,2,3
1582369706,3,1
1582373300,1,0
1582376997,0,5
1582380486,1,1
1582384087,1,1
1582387867,1,2
1582391296,2,0
1582394908,1,0
1582398501,1,0
1582402098,2,2
1582405710,2,1
1582409290,1,2
1582412908,1,1
1582416505,4,0
1582420270,1,0
1582423704,1,0
1582434523,1,1
1582438105,0,2
1582441706,0,1
1582445293,1,1
1582452499,5,0
1582456106,1,0
1582459711,3,0
1582463321,1,0
1582467027,3,0
1582470508,1,0
1582474102,2,3
1582477713,1,0
1582481304,3,2
1582484916,2,3
1582488493,0,1
1582492109,1,0
1582495703,0,1
1582499301,3,3
1582503019,1,1
1582506506,0,1
1582510088,0,3
1582513695,1,0
1582517296,2,1
1582521133,0,1
1582524493,1,0
1582528091,0,1
1582531689,2,2
1582538899,0,3
1582546076,0,1
1582553281,0,1
1582557001,0,1
1582560484,1,1
1582564089,0,2
1582571296,10,2
1582574900,1,5
1582578665,0,2
1582582079,1,2
1582585688,5,3
1582589292,0,1
1582593139,3,0
1582596488,1,0
1582600092,0,1
1582603688,5,0
1582607309,1,0
1582614497,2,2
1582618093,0,1
1582621851,0,2
1582629022,4,3
1582632484,1,1
1582646905,2,3
1582650663,3,1
1582654099,2,0
1582657698,2,2
1582661294,5,0
1582668496,2,5
1582672098,0,2
1582675690,3,2
1582679313,1,0
1582682910,2,1
1582686494,0,2
1582693707,0,1
1582700913,1,1
1582708254,0,1
1582711692,1,0
1582719030,0,3
1582722509,0,2
1582726089,0,1
1582729695,0,1
1582733290,4,2
1582740494,3,3
1582744093,1,4
1582747690,1,0
1582751467,1,3
1582754901,55,53
1582758485,3,5
1582762083,1,2
1582765694,4,5
1582769272,52,57
1582773011,1,0
1582783673,1,0
1582787267,1,0
1582790893,0,1
1582794654,0,1
1582798079,2,0
1582801673,3,0
1582805273,1,0
1582809129,0,2
1582812467,2,0
1582816074,0,1
1582819669,2,2
1582823291,1,0
1582827019,2,1
1582830486,3,2
1582834076,1,2
1582837860,1,2
1582841274,6,1
1582844893,0,3
1582848473,4,3
1582852090,1,1
1582855674,3,2
1582859283,0,1
1582862892,0,2
1582866491,2,1
1582870073,0,1
1582873688,3,0
1582877284,1,0
1582881096,0,1
1582888065,1,4
1582891669,2,2
1582895282,1,1
1582898891,2,1
1582902489,3,1
1582906072,4,2
1582909688,0,3
1582913281,0,1
1582916892,3,0
1582920471,1,1
1582924262,0,3
1582927686,2,0
1582931268,0,3
1582935013,2,3
1582938485,3,1
1582942082,2,1
1582945678,0,1
1582949266,0,1
1582956469,4,3
1582960079,1,1
1582963670,0,2
1582970889,2,2
1582974486,3,2
